Emp_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
OL986687,0.86,0.93,5,223,5,0,1,0,RandD,medium
BN129313,0.77,1,4,255,5,0,1,0,RandD,medium
UP314678,0.41,0.48,2,136,3,0,1,0,marketing,medium
OB499798,0.4,0.48,2,137,3,0,1,0,sales,medium
QE782523,0.43,0.49,2,135,3,0,1,0,accounting,medium
XC308564,0.43,0.5,2,137,3,0,1,0,support,medium
LZ178949,0.8,0.53,3,255,5,0,1,0,technical,high
HB291367,0.8,0.85,4,273,5,0,1,0,management,low
KY320203,0.82,0.98,5,234,5,0,1,0,marketing,medium
YH318123,0.37,0.54,2,152,3,0,1,0,marketing,medium
AA373509,0.37,0.48,2,134,3,0,1,0,marketing,medium
QC252500,0.09,0.95,6,292,4,0,1,0,sales,medium
FZ654976,0.9,0.92,5,245,5,0,1,0,sales,low
PA319813,0.41,0.52,2,159,3,0,1,0,sales,low
UY332176,0.1,0.85,6,260,4,0,1,0,sales,low
QH257273,0.44,0.53,2,149,3,0,1,0,sales,low
UD768171,0.89,0.85,5,266,5,0,1,0,sales,low
EL800184,0.42,0.56,2,149,3,0,1,0,sales,low
DU570285,0.87,1,5,242,5,0,1,0,sales,low
AC286040,0.45,0.57,2,134,3,0,1,0,sales,low
RL650288,0.11,0.87,5,271,4,0,1,0,sales,low
UH902108,0.09,0.79,6,275,4,0,1,0,sales,low
VH792706,0.76,0.83,5,227,5,0,1,0,sales,low
WM564259,0.11,0.96,7,277,5,0,1,0,sales,low
PR340505,0.37,0.49,2,151,3,0,1,0,sales,low
YZ828377,0.1,0.79,6,274,4,0,1,0,sales,low
JL932366,0.77,0.87,4,242,6,0,1,0,sales,low
KK342049,0.42,0.54,2,143,3,1,1,0,sales,low
ET852738,0.38,0.52,2,145,3,0,1,0,sales,low
UK484973,0.32,0.95,5,172,2,0,1,0,sales,low
DV628743,0.38,0.49,2,135,3,0,1,0,accounting,low
SU207115,0.19,1,4,192,4,0,1,0,accounting,low
ST913190,0.1,0.83,7,276,4,0,1,0,accounting,low
ZN838894,0.76,0.88,4,206,4,0,1,0,hr,medium
DO462421,0.53,0.56,4,281,6,0,1,0,hr,medium
LY866503,0.39,0.51,2,151,3,0,1,0,hr,medium
GR295745,0.11,0.83,6,244,4,0,1,0,hr,medium
HL203111,0.1,0.94,6,309,4,0,1,0,technical,medium
UZ179673,0.84,1,5,218,5,0,1,0,technical,medium
WS128486,0.82,0.99,4,263,6,0,1,0,technical,medium
XK991886,0.1,0.82,6,244,4,0,1,0,technical,medium
LJ787801,0.59,0.49,7,263,4,0,1,0,technical,medium
OF343598,0.44,0.48,2,143,3,0,1,0,technical,medium
NW125544,0.89,0.95,2,181,5,0,1,0,technical,medium
SE662987,0.91,0.84,5,265,5,0,1,0,technical,medium
GX839790,0.66,0.57,5,161,5,0,1,0,technical,high
PM996580,0.11,0.87,7,282,5,0,1,0,technical,low
BB141427,0.43,0.51,2,155,3,0,1,0,technical,medium
IB830837,0.78,0.83,4,217,6,0,1,0,support,medium
RW459210,0.11,0.97,6,289,5,0,1,0,support,medium
LW397265,0.83,0.98,4,259,5,0,1,0,support,medium
AK605188,0.39,0.54,2,158,3,0,1,0,support,low
WA572017,0.38,0.55,2,158,3,0,1,0,support,low
OU594581,0.37,0.57,2,155,3,0,1,0,support,low
IW780111,0.44,0.48,2,146,3,0,1,0,support,low
TZ722466,0.53,0.85,2,164,5,0,1,0,support,low
HK657461,0.09,0.96,6,259,4,0,1,0,support,low
IN958321,0.11,0.89,6,293,4,0,1,0,support,low
HC605933,0.83,0.96,5,275,5,0,1,0,support,low
IV928658,0.88,1,5,219,6,1,1,0,technical,low
OK207977,0.1,0.89,6,247,4,0,1,0,technical,low
WY398775,0.09,0.86,7,309,4,0,1,0,technical,low
HN298294,0.44,0.54,2,151,3,0,1,0,management,low
VX318668,0.39,0.51,2,129,3,0,1,0,IT,low
JA344748,0.87,0.94,4,274,5,0,1,0,IT,low
FL479595,0.74,0.99,4,233,5,0,1,0,IT,low
KK821784,0.1,0.95,7,289,4,0,1,0,IT,low
PH248422,0.74,0.82,4,239,6,0,1,0,IT,low
ZT340260,0.75,0.99,5,221,5,0,1,0,product_mng,low
GG687307,0.41,0.56,2,150,3,0,1,0,product_mng,low
BK510303,0.41,0.45,2,144,3,1,1,0,product_mng,low
VX542193,0.09,0.9,7,289,4,0,1,0,product_mng,low
AV458026,0.09,0.8,6,301,5,0,1,0,IT,medium
OS764098,0.39,0.57,2,145,3,0,1,0,accounting,medium
UC812076,0.4,0.56,2,137,3,0,1,0,accounting,medium
FE611408,0.37,0.54,2,131,3,1,1,0,hr,medium
MB233827,0.1,0.84,6,246,4,0,1,0,hr,medium
MS871214,0.43,0.51,2,136,3,0,1,0,hr,medium
EZ737302,0.75,0.85,5,240,6,1,1,0,marketing,medium
HK350706,0.37,0.56,2,156,3,0,1,0,sales,medium
LG760532,0.11,0.85,6,305,4,0,1,0,accounting,medium
HG780181,0.45,0.45,2,154,3,1,1,0,support,medium
PH323779,0.87,1,5,261,5,1,1,0,technical,medium
WL274460,0.11,0.94,7,244,4,0,1,0,management,medium
OM711622,0.45,0.54,2,129,3,0,1,0,marketing,high
WQ505804,0.81,0.87,4,254,5,0,1,0,marketing,low
HI773354,0.77,0.91,5,236,5,0,1,0,marketing,medium
IA295183,0.89,0.92,5,237,5,0,1,0,sales,medium
HB506369,0.43,0.49,2,135,3,0,1,0,sales,medium
IX858199,0.78,1,5,236,5,0,1,0,sales,medium
FS430872,0.37,0.47,2,149,3,0,1,0,sales,low
SC408855,0.37,0.5,2,141,3,0,1,0,sales,low
CD478978,0.85,0.82,4,270,5,0,1,0,sales,low
UT624781,0.41,0.47,2,138,3,0,1,0,sales,low
YC699657,0.11,0.96,6,298,4,0,1,0,sales,low
CZ662364,0.75,0.99,5,254,5,0,1,0,sales,low
LY597538,0.82,0.85,5,248,5,0,1,0,sales,low
NI445308,0.79,1,5,257,6,0,1,0,sales,low
UU600750,0.43,0.53,2,150,3,0,1,0,sales,low
PG614586,0.1,0.9,7,281,4,0,1,0,sales,low
RD552866,0.46,0.48,2,141,3,1,1,0,sales,low
VB171178,0.43,0.57,2,157,3,0,1,0,sales,low
VV331517,0.43,0.55,2,136,3,0,1,0,sales,low
DG434578,0.11,0.8,7,296,4,0,1,0,sales,low
OI969466,0.09,0.86,6,279,4,0,1,0,sales,low
VP417585,0.37,0.53,2,131,3,0,1,0,sales,low
OS149778,0.4,0.57,2,160,3,0,1,0,accounting,low
OE289581,0.1,0.77,7,291,4,0,1,0,accounting,low
ZG422255,0.41,0.53,2,157,3,0,1,0,accounting,low
AU263414,0.79,0.58,3,294,4,0,1,0,hr,low
TE757704,0.11,0.79,7,310,4,0,1,0,hr,low
NG966176,0.1,0.97,6,282,4,0,1,0,hr,medium
AG585466,0.44,0.51,2,134,3,0,1,0,hr,medium
XS448468,0.25,0.46,4,214,4,0,1,0,technical,medium
ZV933214,0.44,0.52,2,137,3,0,1,0,technical,medium
SM225456,0.73,1,4,252,5,0,1,0,technical,medium
NF358044,0.75,0.97,5,243,6,0,1,0,technical,medium
FG598554,0.36,0.47,2,148,3,0,1,0,technical,medium
NP641811,0.37,0.49,2,151,3,0,1,0,technical,medium
DG842322,0.39,0.49,2,129,3,0,1,0,technical,medium
WX431776,0.48,0.78,2,198,2,0,1,0,technical,medium
RY306599,0.57,0.72,4,275,6,0,1,0,technical,medium
GI566291,0.9,0.96,5,243,5,0,1,0,technical,medium
GC665677,0.39,0.55,2,159,3,0,1,0,technical,high
IM450649,0.44,0.51,2,145,3,0,1,0,support,low
UB595110,0.81,0.88,5,242,5,0,1,0,support,medium
GD682386,0.74,0.87,5,242,5,0,1,0,support,medium
MT813903,0.44,0.56,2,145,3,0,1,0,support,medium
PL431255,0.41,0.56,2,154,3,0,1,1,support,medium
DA278233,0.4,0.51,2,139,3,0,1,0,support,low
JL771137,0.46,0.57,2,152,3,0,1,0,support,low
TU752088,0.8,0.83,2,211,3,0,1,0,support,low
IF957315,0.87,0.9,5,258,5,0,1,0,support,low
BI946493,0.39,0.54,2,155,3,0,1,0,support,low
DW297395,0.38,0.55,2,148,3,0,1,0,support,low
YA322615,0.66,0.67,2,255,3,0,1,0,technical,low
DR209823,0.1,0.8,6,264,4,0,1,0,technical,low
BD839554,0.37,0.54,2,132,3,0,1,0,technical,low
NO971092,0.1,0.77,6,255,4,0,1,0,management,low
FR965086,0.09,0.87,5,263,4,0,1,0,IT,low
TD419470,0.86,0.84,5,222,5,0,1,0,IT,low
HQ788251,0.11,0.9,6,263,4,0,1,0,IT,low
UN441309,0.37,0.46,2,157,3,0,1,0,IT,low
RX520566,0.11,0.92,7,307,4,0,1,0,IT,low
YB341381,0.77,0.98,5,259,6,0,1,0,product_mng,low
IJ531440,0.84,0.94,5,222,6,0,1,0,product_mng,low
CW919163,0.1,0.84,7,250,4,0,1,0,product_mng,low
DR148210,0.83,0.9,5,245,5,0,1,0,product_mng,low
EY619890,0.11,0.79,6,292,4,0,1,0,IT,low
YV980857,0.86,0.92,5,252,5,0,1,0,RandD,low
UY489776,0.38,0.56,2,161,3,0,1,0,RandD,medium
AZ536706,0.11,0.88,5,250,4,0,1,0,RandD,medium
JU759817,0.45,0.49,2,134,3,0,1,0,RandD,medium
RC729602,0.1,0.85,7,279,4,0,1,0,RandD,medium
ZT509271,0.09,0.95,7,256,4,0,1,0,marketing,medium
YV617494,0.39,0.53,2,127,3,0,1,0,sales,medium
QE308941,0.37,0.47,2,138,3,1,1,0,accounting,medium
AG303509,0.81,0.97,5,243,5,0,1,0,support,medium
XS416226,0.09,0.9,7,296,4,0,1,0,technical,medium
ZL612783,0.1,0.88,7,267,4,0,1,0,management,medium
OJ963242,0.39,0.49,2,144,3,0,1,0,marketing,medium
ZP346078,0.83,0.95,4,251,5,0,1,0,marketing,medium
PM623524,0.45,0.57,2,148,3,0,1,0,marketing,high
IG413916,0.43,0.51,2,141,3,0,1,0,sales,low
TM730346,0.8,0.75,3,268,2,0,1,0,sales,medium
YA340383,0.1,0.86,6,247,4,0,1,0,sales,medium
YU814171,0.1,0.55,2,247,4,0,1,0,sales,medium
HT615632,0.36,0.52,2,146,3,0,1,0,sales,medium
VL336496,0.38,0.5,2,140,3,0,1,0,sales,low
FJ739813,0.78,0.98,5,263,6,0,1,0,sales,low
QU617506,0.44,0.49,2,145,3,0,1,0,sales,low
JJ900607,0.41,0.46,2,156,3,1,1,0,sales,low
DS757480,0.72,0.85,5,244,6,0,1,0,sales,low
QY538124,0.46,0.54,2,144,3,0,1,0,sales,low
CY171402,0.1,0.9,7,286,4,0,1,0,sales,low
SC123961,0.34,0.67,4,141,2,0,1,0,sales,low
QE458180,0.11,0.89,6,260,5,0,1,0,sales,low
UR828844,0.38,0.56,2,154,3,0,1,0,sales,low
AI894829,0.82,0.92,5,225,5,0,1,0,sales,low
LV754766,0.39,0.57,2,127,3,0,1,0,sales,low
GY741156,0.44,0.53,2,140,3,0,1,0,sales,low
FD554763,0.43,0.52,2,147,3,0,1,0,sales,low
NQ690925,0.84,0.83,4,227,5,0,1,0,accounting,low
TA796306,0.43,0.48,2,153,3,0,1,0,accounting,low
GP270317,0.37,0.52,2,128,3,0,1,0,accounting,low
VD275888,0.74,0.97,4,228,5,0,1,0,hr,low
RV971743,0.73,0.97,5,235,5,0,1,0,hr,low
OK396584,0.37,0.47,2,148,3,0,1,0,hr,low
PZ451756,0.58,0.62,4,238,3,0,1,0,hr,low
KO919865,0.4,0.54,2,141,3,0,1,0,technical,medium
BK419900,0.51,0.83,5,249,4,0,1,0,technical,medium
US642881,0.46,0.5,2,151,3,0,1,0,technical,medium
IL739526,0.45,0.54,2,129,3,0,1,0,technical,medium
TW174100,0.46,0.5,2,156,3,0,1,0,technical,medium
JF140010,0.39,0.45,2,134,3,0,1,0,technical,medium
BY271956,0.09,0.88,6,269,4,0,1,0,technical,medium
TE291507,0.09,0.77,6,290,4,0,1,0,technical,medium
BF251645,0.37,0.51,2,132,3,0,1,0,technical,medium
CC225252,0.1,0.89,7,308,4,0,1,0,technical,medium
AH964391,0.77,1,4,232,5,0,1,0,technical,medium
AG263395,0.79,0.86,5,235,5,0,1,0,support,medium
HG148063,0.43,0.55,2,130,3,0,1,0,support,high
BH215127,0.38,0.53,2,146,3,0,1,0,support,low
HP862420,0.77,0.91,5,221,6,0,1,0,support,medium
XE729188,0.44,0.5,2,130,3,0,1,0,support,medium
JN363431,0.39,0.46,2,136,3,0,1,0,support,medium
MD735446,0.78,0.89,5,274,6,0,1,0,support,medium
ZG874267,0.1,0.79,6,256,5,0,1,0,support,low
JL467455,0.1,0.77,5,276,4,0,1,0,support,low
UL391495,0.75,0.85,5,267,5,0,1,0,support,low
YB759520,0.46,0.62,6,213,3,0,1,0,support,low
SE891083,0.91,0.97,4,274,6,0,1,0,technical,low
TO878288,0.1,0.92,6,258,4,0,1,0,technical,low
HW514570,0.72,0.6,3,153,5,0,1,0,technical,low
DK964749,0.11,0.95,6,245,4,0,1,0,management,low
ZZ376552,0.11,0.94,6,264,4,0,1,0,IT,low
IK759947,0.46,0.57,2,154,3,0,1,0,IT,low
FO971640,0.37,0.46,2,149,3,0,1,0,IT,low
TD641585,0.46,0.5,2,157,3,0,1,0,IT,low
SH173997,0.43,0.57,2,127,3,0,1,0,IT,low
EB690948,0.11,0.82,6,270,4,0,1,0,product_mng,low
JC144127,0.73,0.89,5,236,6,0,1,0,product_mng,low
GI686009,0.43,0.47,2,158,3,0,1,0,product_mng,low
XG139334,0.86,1,5,229,5,0,1,0,product_mng,low
EU826547,0.1,0.83,6,269,4,0,1,0,IT,low
BZ250131,0.4,0.49,2,128,3,0,1,0,sales,low
GE452005,0.11,0.87,7,278,4,0,1,0,sales,low
QZ733782,0.86,0.98,3,158,5,0,1,0,sales,low
YQ897529,0.42,1,3,202,3,0,1,0,sales,medium
DV623744,0.79,0.84,4,240,5,0,1,0,sales,medium
TV419283,0.1,0.96,7,255,4,0,1,0,marketing,medium
YE471425,0.09,0.92,7,254,4,0,1,0,sales,medium
NG860713,0.09,0.82,6,257,4,0,1,0,accounting,medium
LN216262,0.87,1,4,228,5,0,1,0,support,medium
LI267551,0.36,0.49,2,145,3,0,1,0,technical,medium
OB689992,0.42,0.75,3,218,4,0,1,0,management,medium
NP748251,0.84,0.86,5,268,5,0,1,0,marketing,medium
YE947507,0.1,0.83,6,278,4,0,1,0,marketing,medium
RG740541,0.78,0.71,3,249,5,0,1,0,marketing,medium
QO562070,0.35,0.99,3,236,4,0,1,0,sales,medium
XS708804,0.1,0.81,7,291,4,0,1,0,sales,high
ZK530876,0.11,0.8,6,306,4,0,1,0,sales,low
HU130013,0.43,0.48,2,135,3,0,1,0,sales,medium
MD582881,0.38,0.45,2,156,3,0,1,0,sales,medium
UI299408,0.46,0.54,2,143,3,0,1,0,sales,medium
DS163070,0.89,0.82,4,243,5,0,1,0,sales,medium
RD155117,0.45,0.5,2,147,3,0,1,0,sales,low
RS687635,0.44,0.53,2,159,3,0,1,0,sales,low
OW826947,0.74,0.54,5,216,3,0,1,0,sales,low
JT877503,0.45,0.54,2,152,3,0,1,0,sales,low
EW608376,0.79,0.93,4,226,5,0,1,0,sales,low
GV889689,0.79,0.91,5,271,5,0,1,0,sales,low
MR215229,0.11,0.87,6,255,4,0,1,0,sales,low
FV994745,0.42,0.48,2,140,3,0,1,0,sales,low
PD330988,0.64,0.9,6,252,2,0,1,0,sales,low
KX188262,0.4,0.55,2,159,3,0,1,0,sales,low
OV913186,0.84,0.98,5,270,5,0,1,0,sales,low
CZ356084,0.73,0.92,5,232,5,0,1,0,sales,low
MQ341377,0.4,0.51,2,144,3,0,1,0,accounting,low
QB225595,0.36,0.45,2,127,3,0,1,0,accounting,low
RC851118,0.43,0.47,2,131,3,0,1,0,accounting,low
XF629347,0.11,0.78,6,243,4,0,1,0,hr,low
NM570677,0.91,1,5,244,6,0,1,0,hr,low
UR866441,0.8,1,5,260,5,0,1,0,hr,low
WX913175,0.42,0.49,2,139,3,0,1,0,hr,low
TH289471,0.31,0.87,4,184,3,0,1,0,technical,low
DX917758,0.44,0.47,2,130,3,0,1,0,technical,low
HN545018,0.38,0.54,2,135,3,0,1,0,technical,medium
VU767117,0.45,0.56,2,146,3,0,1,0,technical,medium
UK537753,0.43,0.46,2,149,3,0,1,0,technical,medium
GL142963,0.45,0.46,2,153,3,1,1,0,technical,medium
UI187962,0.43,0.57,2,160,3,0,1,0,technical,medium
UA251819,0.43,0.49,2,160,3,0,1,0,technical,medium
VW791682,0.09,0.83,6,282,4,0,1,0,technical,medium
WH365748,0.43,0.47,2,128,3,0,1,0,technical,medium
IV736447,0.79,0.94,4,232,5,0,1,0,technical,medium
SS382327,0.85,0.58,3,226,2,0,1,0,support,medium
UI649017,0.38,0.45,2,129,3,0,1,0,support,medium
OD326872,0.11,0.92,7,255,4,0,1,0,support,medium
RG570110,0.83,0.99,5,258,5,0,1,0,support,high
KA969674,0.81,0.91,4,229,5,0,1,0,support,low
KG292940,0.42,0.56,2,143,3,0,1,0,support,medium
EY938991,0.11,0.87,6,257,4,0,1,0,support,medium
AU825384,0.11,0.85,7,275,4,0,1,0,support,medium
RZ172813,0.1,0.89,7,291,4,0,1,0,support,medium
IC961778,0.5,0.54,5,153,4,0,1,0,support,low
BG868973,0.44,0.49,2,154,3,0,1,0,support,low
GS416238,0.11,0.9,6,301,4,0,1,0,technical,low
AE228079,0.39,0.52,2,134,3,0,1,0,technical,low
YH346211,0.11,0.78,6,245,4,0,1,0,technical,low
CP942251,0.36,0.5,2,132,3,0,1,0,management,low
DU574792,0.43,0.51,2,130,3,0,1,0,IT,low
XM493023,0.4,0.5,2,127,3,0,1,0,IT,low
PV320122,0.86,0.84,4,246,6,0,1,0,IT,low
XP699658,0.38,0.49,2,145,3,0,1,0,IT,low
LL135795,0.46,0.45,2,138,3,0,1,1,IT,low
TK672598,0.37,0.57,2,129,3,0,1,0,product_mng,low
FN439889,0.43,0.52,2,150,3,0,1,0,product_mng,low
UL504383,0.66,0.93,5,253,5,0,1,0,product_mng,low
ZK638838,0.37,0.48,2,160,3,0,1,0,product_mng,low
OS833651,0.77,0.92,5,235,5,0,1,0,IT,low
ID266485,0.38,0.55,2,151,3,0,1,0,sales,low
MH173417,0.39,0.54,2,127,3,0,1,0,sales,low
PW888577,0.41,0.55,2,151,3,0,1,0,sales,low
TY749423,0.1,0.9,7,290,4,0,1,0,sales,low
LE147566,0.09,0.93,6,249,4,0,1,0,sales,low
PJ531536,0.41,0.47,2,131,3,0,1,0,marketing,medium
UF404929,0.39,0.46,2,159,3,0,1,0,sales,medium
XT247520,0.83,0.99,4,223,5,0,1,0,accounting,medium
AQ421975,0.09,0.87,3,214,2,0,1,0,support,medium
KM780699,0.75,0.81,5,227,5,0,1,0,technical,medium
MU913717,0.44,0.54,2,127,3,0,1,0,management,medium
RQ197865,0.1,0.84,6,293,5,0,1,0,marketing,medium
QZ988720,0.42,0.46,2,141,3,0,1,0,marketing,medium
UX816646,0.1,0.83,6,300,4,0,1,0,marketing,medium
BE538383,0.1,0.86,6,309,4,0,1,0,sales,medium
TF125107,0.31,0.77,4,149,3,0,1,0,sales,medium
IU128171,0.42,0.54,2,159,3,0,1,0,sales,medium
ZA612702,0.38,0.5,2,152,3,0,1,0,sales,high
MC785779,0.39,0.57,2,158,3,0,1,0,sales,low
YQ969154,0.1,0.97,6,254,5,0,1,0,sales,medium
HU311935,0.11,0.93,6,294,4,0,1,0,sales,medium
VB278370,0.1,0.92,7,269,4,0,1,0,sales,medium
NN717955,0.11,0.9,7,247,4,0,1,0,sales,medium
BZ853083,0.44,0.65,3,271,4,0,1,0,sales,low
QQ470350,0.91,0.96,4,232,5,0,1,0,sales,low
MI724663,0.72,1,4,245,5,0,1,0,sales,low
TH920374,0.36,0.46,2,132,3,0,1,0,sales,low
NP616326,0.44,0.57,2,131,3,0,1,0,sales,low
ZL941146,0.85,0.99,5,248,5,0,1,0,sales,low
HB387257,0.78,0.93,5,225,5,0,1,0,sales,low
II781874,0.39,0.46,2,156,3,0,1,0,sales,low
AR835874,0.78,0.81,3,222,2,0,1,0,sales,low
BA244320,0.1,0.92,6,243,4,1,1,0,sales,low
CB613512,0.23,0.99,4,204,4,1,1,0,accounting,low
VG625345,0.11,0.87,6,301,4,0,1,0,accounting,low
DD383019,0.9,0.83,5,259,5,0,1,0,accounting,low
YA672329,0.91,0.89,4,247,5,0,1,0,hr,low
OD268687,0.11,0.79,7,295,4,0,1,0,hr,low
SV604421,0.43,0.54,2,150,3,0,1,0,hr,low
BI357023,0.45,0.49,2,151,3,0,1,0,hr,low
GQ430474,0.11,0.91,5,291,4,0,1,0,technical,low
ZV905757,0.11,0.93,6,253,4,1,1,0,technical,low
ZW282457,0.43,0.5,2,161,3,0,1,0,technical,low
HO225222,0.91,0.97,4,251,6,0,1,0,technical,low
EW473342,0.43,0.55,2,153,3,0,1,0,technical,medium
ME616021,0.85,0.82,5,264,6,0,1,0,technical,medium
EF174306,0.1,0.77,6,310,4,0,1,0,technical,medium
QX576610,0.81,0.95,5,266,5,0,1,0,technical,medium
ES543851,0.36,0.62,4,237,2,0,1,0,technical,medium
US168284,0.45,0.54,2,138,3,0,1,0,technical,medium
OJ807087,0.86,1,5,227,5,0,1,0,technical,medium
WN573105,0.71,1,4,300,5,0,1,0,support,medium
KO896130,0.11,0.97,7,310,4,0,1,0,support,medium
QW225198,0.84,0.93,5,236,5,0,1,0,support,medium
TW899679,0.09,0.97,7,288,4,0,1,0,support,medium
BM426392,0.38,0.49,2,127,3,0,1,0,support,medium
WB764603,0.15,0.55,6,139,4,0,1,0,support,high
XQ563716,0.1,0.92,7,253,4,1,1,0,support,low
NI158239,0.8,0.97,4,218,5,1,1,0,support,medium
YM185935,0.84,0.97,5,251,5,0,1,0,support,medium
FG325115,0.11,0.87,6,264,4,0,1,0,support,medium
PM865038,0.89,0.79,3,149,2,0,1,0,support,medium
AJ613231,0.45,0.51,2,138,3,0,1,0,technical,low
KD738256,0.11,0.93,7,284,4,0,1,0,technical,low
ZV975903,0.74,0.93,5,244,5,0,1,0,technical,low
OZ449487,0.41,0.5,2,128,3,0,1,0,management,low
BP382401,0.44,0.53,2,154,3,0,1,0,IT,low
NQ928251,0.37,0.56,2,138,3,0,1,0,IT,low
RV671665,0.11,0.86,6,308,4,0,1,0,IT,low
IP254335,0.1,0.93,6,269,4,0,1,0,IT,low
EA287861,0.7,0.74,6,136,3,0,1,0,IT,low
RU938205,0.59,1,2,160,5,0,1,0,product_mng,low
IJ159185,0.38,0.53,2,138,3,0,1,0,product_mng,low
TQ481024,0.72,0.95,4,220,5,0,1,0,product_mng,low
SK922444,0.73,1,5,274,5,0,1,0,product_mng,low
ND488038,0.39,0.48,2,161,3,0,1,0,IT,low
LR326744,0.89,0.82,5,224,6,0,1,0,RandD,low
ZH636176,0.89,1,4,260,5,0,1,0,RandD,low
QL763087,0.11,0.78,6,300,4,1,1,0,RandD,low
IO390387,0.43,0.56,2,133,3,0,1,0,RandD,low
TB203282,0.09,0.93,6,308,4,0,1,0,RandD,low
WU294947,0.81,0.9,5,238,6,0,1,0,marketing,low
CW419890,0.37,0.53,2,126,3,0,1,0,sales,low
YW320745,0.36,0.56,2,138,3,0,1,0,accounting,medium
ZK166510,0.11,0.85,6,299,4,0,1,0,support,medium
PC310665,0.1,0.85,6,254,4,0,1,0,technical,medium
XX923527,0.66,0.47,7,156,2,0,1,0,management,medium
RO969241,0.39,0.47,2,152,3,0,1,0,marketing,medium
ZK424914,0.44,0.51,2,146,3,0,1,0,marketing,medium
ED367109,0.1,0.84,6,253,4,0,1,0,marketing,medium
PQ727193,0.79,0.94,5,227,6,0,1,0,sales,medium
ZY661197,0.1,0.81,6,301,4,1,1,0,sales,medium
KF721693,0.54,0.94,6,294,3,0,1,0,sales,medium
ID869997,0.37,0.47,2,151,3,0,1,0,sales,medium
HT593089,0.37,0.57,2,128,3,0,1,0,sales,medium
SO425295,0.82,0.89,5,217,5,0,1,0,sales,high
LW819840,0.45,0.52,2,160,3,0,1,0,sales,low
BF509876,0.79,0.9,5,263,5,0,1,0,sales,medium
NK811359,0.42,0.56,2,156,3,0,1,0,sales,medium
YS619492,0.1,0.85,6,273,4,0,1,0,sales,medium
EW634438,0.11,0.78,6,303,4,0,1,0,sales,medium
LU928075,0.74,1,4,253,5,0,1,0,sales,low
TA531751,0.1,0.93,6,270,4,0,1,0,sales,low
FN644510,0.79,1,4,218,5,0,1,0,sales,low
IS475361,0.43,0.48,2,144,3,0,1,0,sales,low
GX325645,0.41,0.47,2,154,3,0,1,0,sales,low
FI333081,0.39,0.55,2,146,3,0,1,0,sales,low
LE797584,0.1,0.94,6,260,4,0,1,0,sales,low
GT505601,0.82,0.85,5,218,5,0,1,0,sales,low
VB768279,0.41,0.46,2,128,3,0,1,0,accounting,low
HX618547,0.42,0.56,2,128,3,0,1,0,accounting,low
CD763711,0.74,0.88,4,248,6,0,1,0,accounting,low
NQ833311,0.38,0.57,2,152,3,1,1,0,hr,low
UO359336,0.39,0.56,2,126,3,0,1,0,hr,low
JY304657,0.87,0.94,4,260,5,0,1,0,hr,low
VW191334,0.1,0.9,5,263,4,0,1,0,hr,low
HN178919,0.78,1,5,220,5,0,1,0,technical,low
AU722694,0.14,0.73,7,282,5,0,1,0,technical,low
RD186682,0.11,0.94,6,277,5,0,1,0,technical,low
CW761034,0.91,0.94,5,257,5,0,1,0,technical,low
GA226967,0.49,0.63,6,265,3,0,1,0,technical,low
VE598625,0.38,0.47,2,143,3,0,1,0,technical,low
XE358048,0.82,0.97,5,263,5,0,1,0,technical,medium
TB572908,0.38,0.88,3,154,4,0,1,0,technical,medium
KH992797,0.89,1,5,253,5,0,1,0,technical,medium
VQ518517,0.11,0.79,6,294,4,0,1,0,technical,medium
FY333556,0.37,0.51,2,128,3,0,1,0,technical,medium
VC240673,0.38,0.5,2,153,3,0,1,0,support,medium
YO690918,0.78,0.87,5,256,5,0,1,0,support,medium
UI294524,0.41,0.51,2,127,3,0,1,0,support,medium
LR522034,0.41,0.51,2,137,3,0,1,0,support,medium
OA203076,0.11,0.83,6,295,4,0,1,0,support,medium
SR537226,0.11,0.79,6,281,4,0,1,0,support,medium
OE533076,0.43,0.57,2,131,3,1,1,0,support,medium
OW914452,0.75,0.86,5,237,5,0,1,0,support,high
WL561477,0.74,0.99,4,276,5,0,1,0,support,low
RK637986,0.85,0.85,5,267,5,0,1,0,support,medium
YQ933213,0.73,0.92,5,266,5,0,1,0,support,medium
QX898742,0.1,0.79,6,294,4,0,1,0,technical,medium
WY332614,0.44,0.56,2,134,3,0,1,0,technical,medium
JG858019,0.3,0.56,3,309,4,1,1,0,technical,low
MP393516,0.11,0.77,7,273,4,0,1,0,management,low
MF779296,0.84,0.83,5,238,5,0,1,0,IT,low
PQ127394,0.78,0.94,5,271,6,0,1,0,IT,low
TO348762,0.43,0.53,2,145,3,0,1,0,IT,low
NH540080,0.36,0.55,2,152,3,0,1,0,IT,low
DG837714,0.43,0.47,2,128,3,0,1,0,IT,low
PF850038,0.45,0.46,2,142,3,0,1,0,product_mng,low
NT642360,0.76,0.93,5,238,5,0,1,0,product_mng,low
YR135006,0.1,0.78,7,286,4,0,1,0,product_mng,low
PN849838,0.09,0.86,6,291,4,0,1,0,product_mng,low
MC322796,0.92,1,5,259,5,0,1,0,IT,low
DF951171,0.92,0.9,5,248,5,0,1,0,sales,low
RN701963,0.79,0.98,4,271,5,0,1,0,sales,low
XP889896,0.43,0.51,2,140,3,0,1,0,sales,low
UB563534,0.8,0.95,4,274,5,0,1,0,sales,low
